Codigo,Cargo,Ano,Pergunta,Opcao1,Opcao2,Opcao3,Opcao4,Opcao5,Organizadora,Gabarito,Materia,Assunto1,Assunto2,Assunto3
2009,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,Assinale a opção em que o emprego dos sinais de pontuação está correto.,"No Brasil, mesmo depois da proclamação da República, o Estado continuou sendo, uma organização nacional frágil, com baixa capacidade de incorporação social e mobilização política interna, e sem vontade nem pretensões expansivas.","A própria sobrevivência da nova república, na hora da sublevação da Armada, em 1893 dependeu da organização e proteção da Esquadra Legal que chegou à Baía da Guanabara, sob a liderança dos Estados Unidos, e com a participação de quatro outras grandes potências.","Pouco depois o Brasil decretava moratória de sua dívida externa e era obrigado a negociações com a Casa Rotschild e a Inglaterra, em 1898, que caracterizaram e consolidaram, a posição subalterna e submissa das elites cafeicultoras, frente aos interesses econômicos internacionais.","No período entre a crise econômica mundial de 1930 e o início da Segunda Guerra, o Brasil conquistou algum espaço de manobra para sua política externa, devido à disputa entre as grandes potências, e adotou, internamente, políticas que fortaleceram o Estado central e a sua economia nacional.","Essa autonomia, entretanto, durou pouco, at&eacute; a assinatura do acordo negociado por Oswaldo Aranha em Washington, em 1939, no qual ficou caracterizada, a nova depend&ecirc;ncia financeira do Brasil com rela&ccedil;&atilde;o ao Banco Morgan, junto com o seu alinhamento incondicional ao lado da nova lideran&ccedil;a mundial norte-americana.<br /><br /> <em>(Adaptado de Jos&eacute; Lu&iacute;s Fiori, &quot;O Brasil no mundo: o debate da pol&iacute;tica externa&quot;) </em>",ESAF,D,Português,Pontuação,,
2010,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"According to the text, the euro pact",has been preventing excessive budget deficits.,has been devised by France and Germany.,"aims at restraining the euro's economic growth.","has redressed the euro's fiscal balance.",sets parameters related to fiscal deficits.,ESAF,E,Inglês,Interpretação de Textos,,
2011,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"In &quot;if member states breached the limit&quot; (paragraph 1), &quot;breached&quot; could best be replaced by",reduced,exceeded,extended,compassed,outlasted,ESAF,B,Inglês,Interpretação de Textos,Aspectos Gramaticais,
2012,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"In paragraph 2, Germany and France are referred to as",countries which have failed to follow fiscal rules.,leading forces within the European Central Bank.,countries which brought their deficits below 3%.,members of a coming European Union.,countries whose fiscal balance is remarkable.,ESAF,A,Inglês,Interpretação de Textos,,
2013,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"According to the author, Tuesday November 25th is the day on which the euro pact",was at last enforced.,was finally signed.,proved its ineffectiveness.,finally acquired legitimacy.,was at last respected.,ESAF,C,Inglês,Interpretação de Textos,,
2014,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"In paragraph 1, the text refers to an interest rate cut which",has been the lowest since 2002.,has been the first one since April 2003.,has not been approved by the World Bank.,was not established by consensus.,"reflects the consumers' expectations.",ESAF,D,Inglês,Interpretação de Textos,,
2015,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"In paragraph 3, the author refers to",the present Brazilian economic boom.,an interest rate increase of 1.5%.,consecutive economic contractions.,the highest interest rate increase since April.,a coming decision to lower target rates.,ESAF,C,Inglês,Interpretação de Textos,,
2016,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"According to the text, Brazil's central bank rate vote demonstrates",disagreement,confrontation,illegitimacy,unanimity,coherence,ESAF,A,Inglês,Interpretação de Textos,,
2017,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,The text,"underscores the sudden recovery of Brazil's economy.",reports decisions concerning interest rate reductions.,"points out the sharp fall in Brazil's inflationary rates.",refers to a decision supported by the World Bank.,emphasizes the urgent need of interest rate cuts.,ESAF,B,Inglês,Interpretação de Textos,,
2018,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"According to the author, integrity and objectivity are",regarded as questionable principles.,considered disruptive elements.,seen as disregarded principles.,to be observed and maintained.,considered antagonistic principles.,ESAF,D,Inglês,Interpretação de Textos,,
2019,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"According to the text, accountants and auditors",play no role in fighting corruption.,may investigate bribery and nepotism.,seldom participate in the anticorruption effort.,are expected to restrain transparency and accountability.,are expected to help curb corrupt practices.,ESAF,E,Inglês,Interpretação de Textos,,
2020,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"Ana é prima de Bia, ou Carlos é filho de Pedro. Se Jorge é irmão de Maria, então Breno não é neto de Beto. Se Carlos é filho de Pedro, então Breno é neto de Beto. Ora, Jorge é irmão de Maria. Logo:",Carlos é filho de Pedro ou Breno é neto de Beto.,Breno é neto de Beto e Ana é prima de Bia.,Ana não é prima de Bia e Carlos é filho de Pedro.,Jorge é irmão de Maria e Breno é neto de Beto.,Ana é prima de Bia e Carlos não é filho de Pedro.,ESAF,E,Raciocínio-Lógico,Lógica de Argumentação,,
2021,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"<p>Tr&ecirc;s homens s&atilde;o levados &agrave; presen&ccedil;a de um jovem l&oacute;gico. Sabe-se que um deles &eacute; um honesto marceneiro, que sempre diz a verdade. Sabe-se, tamb&eacute;m, que um outro &eacute; um pedreiro, igualmente honesto e trabalhador, mas que tem o estranho costume de sempre mentir, de jamais dizer a verdade. Sabe-se, ainda, que o restante &eacute; um vulgar ladr&atilde;o que ora mente, ora diz a verdade. O problema &eacute; que n&atilde;o se sabe quem, entre eles, &eacute; quem. &Agrave; frente do jovem l&oacute;gico, esses tr&ecirc;s homens fazem, ordenadamente, as seguintes declara&ccedil;&otilde;es: <br /><br />O primeiro diz: &quot;Eu sou o ladr&atilde;o.&quot; <br />O segundo diz: &quot;&Eacute; verdade; ele, o que acabou de falar, &eacute; o ladr&atilde;o.&quot; <br />O terceiro diz: &quot;Eu sou o ladr&atilde;o.&quot; </p><p>Com base nestas informa&ccedil;&otilde;es, o jovem l&oacute;gico pode, ent&atilde;o, concluir corretamente que:</p>",O ladrão é o primeiro e o marceneiro é o terceiro.,O ladrão é o primeiro e o marceneiro é o segundo.,O pedreiro é o primeiro e o ladrão é o segundo.,O pedreiro é o primeiro e o ladrão é o terceiro.,O marceneiro é o primeiro e o ladrão é o segundo.,ESAF,B,Raciocínio-Lógico,Lógica de Argumentação,Silogismos,Lógica sentencial e de primeira ordem
2022,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"Uma professora de matem&aacute;tica faz as tr&ecirc;s seguintes afirma&ccedil;&otilde;es: <br /><br />&quot;X &gt; Q e Z &lt; Y&quot;; <br />&quot;X &gt; Y e Q &gt; Y, se e somente se Y &gt; Z&quot;;<br /> &quot;R &ne; Q, se e somente se Y = X&quot;. <br /><br />Sabendo-se que todas as afirma&ccedil;&otilde;es da professora s&atilde;o verdadeiras, conclui-se corretamente que:",X > Y > Q > Z,X > R > Y > Z,Z < Y < X < R,X > Q > Z > R,Q < X < Z < Y,ESAF,B,Raciocínio-Lógico,Álgebra,,
2023,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"Marco e Mauro costumam treinar natação na mesma piscina e no mesmo horário. Eles iniciam os treinos simultaneamente, a partir de lados opostos da piscina, nadando um em direção ao outro. Marco vai de um lado a outro da piscina em 45 segundos, enquanto Mauro vai de um lado ao outro em 30 segundos. Durante 12 minutos, eles nadam de um lado para outro, sem perder qualquer tempo nas viradas. Durante esses 12 minutos, eles podem encontrar-se quer quando estão nadando no mesmo sentido, quer quando estão nadando em sentidos opostos, assim como podem encontrar-se quando ambos estão fazendo a virada no mesmo extremo da piscina. Dessa forma, o número de vezes que Marco e Mauro se encontram durante esses 12 minutos é:",10,12,15,18,20,ESAF,E,Raciocínio-Lógico,Razão e proporção,,
2024,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"Lúcio faz o trajeto entre sua casa e seu local de trabalho caminhando, sempre a uma velocidade igual e constante. Neste percurso, ele gasta exatamente 20 minutos. Em um determinado dia, em que haveria uma reunião importante, ele saiu de sua casa no preciso tempo para chegar ao trabalho 8 minutos antes do início da reunião. Ao passar em frente ao Cine Bristol, Lúcio deu-se conta de que se, daquele ponto, caminhasse de volta à sua casa e imediatamente reiniciasse a caminhada para o trabalho, sempre à mesma velocidade, chegaria atrasado à reunião em exatos 10 minutos. Sabendo que a distância entre o Cine Bristol e a casa de Lúcio é de 540 metros, a distância da casa de Lúcio a seu local de trabalho é igual a:",1.200m,1.500m,1.080m,760m,1.128m,ESAF,A,Raciocínio-Lógico,Razão e proporção,,
2025,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"Durante uma viagem para visitar familiares com diferentes hábitos alimentares, Alice apresentou sucessivas mudanças em seu peso. Primeiro, ao visitar uma tia vegetariana, Alice perdeu 20% de seu peso. A seguir, passou alguns dias na casa de um tio, dono de uma pizzaria, o que fez Alice ganhar 20% de peso. Após, ela visitou uma sobrinha que estava fazendo um rígido regime de emagrecimento. Acompanhando a sobrinha em seu regime, Alice também emagreceu, perdendo 25% de peso. Finalmente, visitou um sobrinho, dono de uma renomada confeitaria, visita que acarretou, para Alice, um ganho de peso de 25%. O peso final de Alice, após essas visitas a esses quatro familiares, com relação ao peso imediatamente anterior ao início dessa seqüência de visitas, ficou:",exatamente igual,5% maior,5% menor,10% menor,10% maior,ESAF,D,Raciocínio-Lógico,Porcentagem,,
2026,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"Genericamente, qualquer elemento de uma matriz <strong>M </strong>pode ser representado por m<sub>ij</sub>, onde &quot;i&quot; representa a linha e &quot;j&quot; a coluna em que esse elemento se localiza. Uma matriz <strong>X </strong>= x<sub>ij</sub>, de terceira ordem, &eacute; a matriz resultante da soma das matrizes <strong>A </strong>= (a<sub>ij</sub>) e <strong>B</strong>=(b<sub>ij</sub>). Sabendo-se que (a<sub>ij</sub>) = i<sup>2</sup> e que bij = (i-j)<sup>2</sup>, ent&atilde;o o produto dos elementos x<sub>31</sub> e x<sub>13</sub> &eacute; igual a:",16,18,26,65,169,ESAF,D,Raciocínio-Lógico,"Matrizes, Determinantes e Solução de Sistemas Lineares",,
2027,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"Homero não é honesto, ou Júlio é justo. Homero é honesto, ou Júlio é justo, ou Beto é bondoso. Beto é bondoso, ou Júlio não é justo. Beto não é bondoso, ou Homero é honesto. Logo,","Beto é bondoso, Homero é honesto, Júlio não é justo.","Beto não é bondoso, Homero é honesto, Júlio não é justo.","Beto é bondoso, Homero é honesto, Júlio é justo.","Beto não é bondoso, Homero não é honesto, Júlio não é justo.","Beto não é bondoso, Homero é honesto, Júlio é justo.",ESAF,C,Raciocínio-Lógico,Silogismos,Raciocinio Logico,
2028,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"Foi feita uma pesquisa de opinião para determinar o nível de aprovação popular a três diferentes propostas de políticas governamentais para redução da criminalidade. As propostas (referidas como &quot;A&quot;, &quot;B&quot; e &quot;C&quot;) não eram mutuamente excludentes, de modo que o entrevistado poderia se declarar ou contra todas elas, ou a favor de apenas uma, ou a favor de apenas duas, ou a favor de todas as três. Dos entrevistados, 78% declararam-se favoráveis a pelo menos uma delas. Ainda do total dos entrevistados, 50% declararam-se favoráveis à proposta A, 30% à proposta B e 20% à proposta C. Sabe-se, ainda, que 5% do total dos entrevistados se declararam favoráveis a todas as três propostas. Assim, a percentagem dos entrevistados que se declararam favoráveis a mais de uma das três propostas foi igual a:",17%,5%,10%,12%,22%,ESAF,A,Raciocínio-Lógico,Porcentagem,,
2029,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"Os ângulos de um triângulo encontram-se na razão 2:3:4. O ângulo maior do triângulo, portanto, é igual a:",40°,70°,75°,80°,90°,ESAF,D,Raciocínio-Lógico,Geometria Básica,,
2030,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,Indique a opção que expressa corretamente conceitos básicos de administração.,"Entende-se por organização o conjunto de processos administrativos que propiciam o alcance de um ou mais objetivos comuns, cabendo a seus dirigentes encontrar métodos de trabalho que produzam mais com menos recursos, de modo a tornar a organização mais eficaz.","Entende-se por administração o conjunto de pessoas e recursos que se reúnem na busca de um ou mais objetivos comuns, cabendo a seus dirigentes encontrar métodos de trabalho que produzam mais com menos recursos, de modo a tornar a organização mais eficiente.","Entende-se por administração um conjunto de funções que exercidas propiciam o alcance de um ou mais objetivos comuns, cabendo a seus dirigentes encontrar métodos de trabalho que produzam mais com menos recursos, de modo a tornar a organização mais eficaz.","Entende-se por organização o conjunto de pessoas e recursos que se reúnem na busca de um ou mais objetivos comuns, cabendo a seus dirigentes encontrar métodos de trabalho que produzam mais com menos recursos, de modo a tornar a organização mais eficiente.","Entende-se por organização o conjunto de papéis e funções que analisam o contexto interno e externo da organização na busca de um ou mais objetivos comuns, cabendo à administração encontrar métodos de trabalho que produzam mais com menos recursos, de modo a tornar a organização mais eficaz.",ESAF,D,Administração Geral,Teoria Geral da Administração,Administração Geral,
2031,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"Considerando as reformas administrativas da era Vargas (década de 40), do Governo Militar (final dos anos 60) e do governo Fernando Henrique (reforma de 1995), assinale a opção correta.","Na reforma do final dos anos 60, buscava-se profissionalizar a administração pública brasileira, estabelecendo diferentes regimes de contratação para ingresso no serviço público. Também se criaram estruturas organizacionais autônomas como sociedades limitadas e organizações não governamentais.","Na reforma dos anos 40, buscava-se profissionalizar a administração pública brasileira, estabelecendo o estatuto do funcionalismo público e com este o princípio do mérito para ingresso no serviço público. Também se criaram estruturas organizacionais para cuidar de pessoal, orçamento e material.","Na reforma de 1995, prevalece o estatuto do funcionalismo público e com este o princípio de promoção por antiguidade. Também se criam estruturas organizacionais autônomas como autarquias, fundações de direito público e empresas estatais.","Na reforma dos anos 40, prevalece o clientelismo, estabelecendo diferentes regimes de contratação para ingresso no serviço público. Também se criam estruturas organizacionais na administração pública direta como sociedades anônimas, de economia mista e empresas públicas.","Na reforma de 1995, buscava-se profissionalizar a administração pública brasileira, estabelecendo regras de ingresso no funcionalismo público e sistema de promoção por antiguidade. Também se criaram estruturas organizacionais autônomas para cuidar de pessoal, orçamento e material.",ESAF,B,Administração Geral,História da Administração,,
2032,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,Assinale a opção que indica corretamente as principais funções do processo administrativo.,"Planejamento, organização, direção e controle.","Planejamento, verificação, execução e ação.","Comunicação, ação, correção e fiscalização.","Execução, organização, direção e verificação.","Fiscalização, comunicação, correção e controle.",ESAF,A,Gestão de Processos (BPM),Conceitos,,
2033,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,A proposta de reforma do aparelho estatal no Brasil parte da constata&ccedil;&atilde;o da exist&ecirc;ncia de quatro setores dentro do Estado. Selecione a op&ccedil;&atilde;o abaixo que <u>n&atilde;o</u> pertence aos setores definidos na reforma da administra&ccedil;&atilde;o p&uacute;blica no Brasil proposta pelo governo Fernando Henrique.,O núcleo estratégico do Estado.,Os serviços não-exclusivos ou competitivos.,A produção de bens e serviços para o governo.,As atividades exclusivas do Estado.,A produ&ccedil;&atilde;o de bens e servi&ccedil;os para o mercado.,ESAF,D,Administração Pública,,,
2034,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"O desafio do Estado brasileiro pressupõe uma tarefa de transformação que exige a redefinição de seus papéis, funções e mecanismos de funcionamento interno. Este processo impõe novas exigências à sociedade como um todo. Assinale a opção correta entre as seguintes afirmações sobre governança.",A governança consiste na própria autoridade política ou legitimidade possuída pelo Estado para apresentar à sociedade civil e ao mercado um amplo projeto para determinada nação.,A governança é composta das condições sistêmicas nas quais se edifica um projeto de Estado e sociedade.,"A governança visa não apenas superar a crise do Estado e do seu aparelho, mas também cooperar na superação do atual quadro social persistente em nosso país.",As principais fontes e origens da governança são os cidadãos e a cidadania organizada.,"A governança é a capacidade que um determinado governo tem para formular e implementar as suas políticas, ou seja, os aspectos adjetivos/ instrumentais da governabilidade.",ESAF,E,Administração Pública,"Governabilidade, governança e accountability",,
2035,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"<p>De uma forma geral, as compet&ecirc;ncias gerenciais s&atilde;o classificadas em tr&ecirc;s categorias: conhecimentos, habilidades e atitudes. Essas s&atilde;o necess&aacute;rias para ocupar um cargo de gerente e dependem do n&iacute;vel hier&aacute;rquico do cargo, das tarefas a serem desenvolvidas pelo gerente e do tipo de organiza&ccedil;&atilde;o entre outros fatores. </p><p>Escolha a op&ccedil;&atilde;o que faz uma rela&ccedil;&atilde;o correta entre habilidade e n&iacute;vel hier&aacute;rquico.</p>","Quanto mais alto o nível hierárquico do cargo a ser ocupado, mais habilidades técnicas serão requeridas.",Habilidades humanas são requeridas mais intensamente dos gerentes que ocupam os cargos de gerência tática e intermediária.,"Quanto mais operacional o cargo a ser ocupado, mais habilidades conceituais serão requeridas.",Habilidades conceituais são requeridas na mesma proporção nos três níveis hierárquicos.,"Quanto mais operacional o cargo a ser ocupado, mais habilidades técnicas serão requeridas.",ESAF,E,Gestão de Pessoas,Gestão de Competências,,
2036,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"<p>Assinale como verdadeira (V) ou falsa (F) as defini&ccedil;&otilde;es sobre a Governabilidade, relacionadas a seguir: </p><p>( ) A governabilidade refere-se &agrave;s pr&oacute;prias condi&ccedil;&otilde;es substantivas / materiais de exerc&iacute;cio do poder e de legitimidade do Estado e do seu governo, derivadas da sua postura diante da sociedade civil e do mercado. </p><p>( ) A governabilidade &eacute; a autoridade pol&iacute;tica do Estado em si, entendida como a habilidade que este tem para agregar os m&uacute;ltiplos interesses dispersos pela sociedade e apresentar-lhes um objetivo comum. </p><p>( ) A fonte e a origem da governabilidade s&atilde;o as leis e o poder legislativo, pois &eacute; ele que garante a estabilidade pol&iacute;tica do Estado, por representar todas as unidades da Federa&ccedil;&atilde;o e os diversos segmentos da sociedade. </p><p>( ) A fonte da governabilidade s&atilde;o os agentes p&uacute;blicos ou servidores do Estado que possibilitam a formula&ccedil;&atilde;o / implementa&ccedil;&atilde;o correta das pol&iacute;ticas p&uacute;blicas. </p><p>( ) A governabilidade &eacute; o apoio obtido pelo Estado &agrave;s suas pol&iacute;ticas e &agrave; sua capacidade de articular alian&ccedil;as e coaliz&otilde;es para viabilizar o projeto de Estado e sociedade a ser implementado. </p><p>Escolha a op&ccedil;&atilde;o correta.</p>","V, F, V, V, F","F, V, F, V, V","V, V, F, F, V","V, F, V, F, F","F, F, V, F, V",ESAF,C,Administração Pública,"Governabilidade, governança e accountability",,
2037,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"<p>As fronteiras que dividem a regula&ccedil;&atilde;o da competi&ccedil;&atilde;o s&atilde;o cada vez mais perme&aacute;veis, devido &agrave;s inova&ccedil;&otilde;es tecnol&oacute;gicas e &agrave;s mudan&ccedil;as estruturais do mercado; neste sentido podemos dizer que s&atilde;o objetivos da regula&ccedil;&atilde;o: </p><p>I. Proteger os direitos do cidad&atilde;o usu&aacute;rio de servi&ccedil;os p&uacute;blicos.</p><p> II. Limitar a concorr&ecirc;ncia, garantindo a viabilidade econ&ocirc;mico-financeira das empresas atuantes nos mercados regulados.</p><p> III. Promover a competi&ccedil;&atilde;o. </p><p>IV. Definir os valores a serem cobrados &agrave; sociedade, a partir da defini&ccedil;&atilde;o de um lucro justo para cada servi&ccedil;o prestado. </p><p>V. Preservar o meio-ambiente. </p><p>VI. Realizar a explora&ccedil;&atilde;o direta de alguns servi&ccedil;os p&uacute;blicos, sempre que o setor privado n&atilde;o tiver capacidade econ&ocirc;mica de faz&ecirc;-lo. </p><p>VII. Impedir a concentra&ccedil;&atilde;o do poder econ&ocirc;mico e o exerc&iacute;cio abusivo desse poder. </p><p>Escolha a op&ccedil;&atilde;o que indique quais das senten&ccedil;as acima s&atilde;o verdadeiras:</p>","I, III, V e VII","II, VI e VII","I, III, V e VI","II, III e VII","II, V e VI",ESAF,A,Administração Geral,Tecnologia da Informação (TI),,
2038,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"O processo de tomada de decisões é um elemento inerente à tarefa de administrar que tem sido amplamente estudado, bem como é parte da seleção e do treinamento de candidatos a ocupar cargos gerenciais. Indique a opção que apresenta corretamente aspectos do processo decisório.",Decisões são escolhas que as pessoas fazem para enfrentar problemas e/ou aproveitar oportunidades. Requerem identificação e análise do problema/oportunidade; planejamento e implementação de alternativas; bem como ações corretivas.,"Para estabelecer quanta energia deve ser gasta na solução de um problema/oportunidade, as decisões foram classificadas segundo diferentes critérios em decisões programadas e não programadas; decisões estratégicas, administrativas / táticas e operacionais; e em decisões individuais e coletivas.","Há dois modelos básicos que explicam o processo decisório: o racional e o intuitivo. O primeiro toma como base entender a situação e pressupõe a disponibilidade de informações. Já o processo intuitivo toma como base a sensibilidade e percepção, pressupõe uma ordem lógica e coerente.","As decisões são afetadas por diferentes fatores tais como percepção, tempo e competência. A percepção do problema depende da disponibilidade de caixa. O tempo determina a adoção de um processo mais intuitivo. A experiência profissional permite determinar se as decisões serão unilaterais ou participativas.","O princípio de Pareto e o diagrama de Ishikawa são algumas das técnicas destinadas a auxiliar os gerentes a analisar problemas de forma sistemática, gerar e analisar alternativas. O primeiro identifica causas e efeitos e o segundo, prioridades.",ESAF,B,Administração Geral,Processo decisório,,
2039,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"<p>Regula&ccedil;&atilde;o, concess&atilde;o e defesa da concorr&ecirc;ncia s&atilde;o estrat&eacute;gias inter-relacionadas e apresentam um enorme desafio para o legislador, o Poder Executivo, o setor jur&iacute;dico, o setor privado e a sociedade civil. O Estado <u>n&atilde;o</u> pode estar ausente do ambiente regulat&oacute;rio. Al&eacute;m de ser poder concedente, cabe a ele definir os rumos da pol&iacute;tica regulat&oacute;ria, cujo objetivo &eacute; alcan&ccedil;ar a legitimidade, o consenso da sociedade civil em rela&ccedil;&atilde;o &agrave;s institui&ccedil;&otilde;es e &agrave;s pr&aacute;ticas de regula&ccedil;&atilde;o. </p><p>Em rela&ccedil;&atilde;o a esse tema, &eacute; <u>incorreto</u> afirmar que:</p>","a principal diferença relativa às novas agências reguladoras não se encontra na sua forma jurídica, mas na relação estabelecida entre as competências normativas da agência e a exploração do serviço pelo concessionário.","as agências reguladoras praticam atos administrativos, regulados pela Constituição, obedecendo aos princípios de legalidade, impessoalidade, moralidade e publicidade.",a agência reguladora não é um agente fiscal da moralidade constitucional e administrativa e é um órgão voltado muito mais para o interesse público capital do Estado do que para os usuários e a sociedade simplesmente.,"os marcos regulatórios que conformam a atuação das agências reguladoras, enquanto autarquias especiais, são a Constituição, os atos do Poder Legislativo, regulamentos primários e secundários, assim como o contrato de concessão, considerando que a agência reguladora não representa o poder concedente.","a agência reguladora pode ser considerada uma instância arbitral da administração pública, no sentido de dirimir eventuais conflitos e divergências entre o poder concedente e as concessionárias ou na tutela dos direitos dos serviços públicos concedidos.",ESAF,C,Administração Pública,,,
2040,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"<p>O Brasil &eacute; um Estado organizado de forma Federativa; isto significa que as atribui&ccedil;&otilde;es inerentes aos poderes executivo, legislativo e judici&aacute;rio s&atilde;o divididas em duas esferas de atua&ccedil;&atilde;o: a Federal (Uni&atilde;o) e a Estadual. </p><p>Em rela&ccedil;&atilde;o a essas esferas, &eacute; <u>incorreto</u> afirmar que:</p>",os estados têm total autonomia para formulação e aplicação de suas políticas independentemente do poder central.,aos estados e municípios são atribuídas as ações de caráter local.,"a cúpula dos três poderes: Executivo, Legislativo e Judiciário formam o núcleo estratégico do Estado.",o critério de divisão de poderes entre a União e os estados-membros é ao mesmo tempo funcional e territorial.,a Constituição da União e as leis federais determinam o escopo e alcance das constituições dos estados federados.,ESAF,A,Direito Constitucional,Organização do Estado - Da organização político-administrativa,,
2041,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,O processo de planejamento é uma aplicação do processo decisório e constitui uma ferramenta utilizada pela organização e pelas pessoas para administrar sua relação com o futuro. Identifique a opção que expressa corretamente uma atitude proativa da organização.,"Numa organização que tem uma atitude proativa, o processo de planejamento lhe permite elevar o grau de controle sobre o futuro dos sistemas internos e das relações com o ambiente. Isso significa que ela necessita interferir no curso dos acontecimentos, criar o futuro, enfrentar eventos futuros conhecidos ou previsíveis, bem como coordenar recursos entre si.","Numa organização que tem uma atitude proativa, o processo de planejamento lhe permite estabelecer e analisar séries históricas, realizar estudo de relações causais. Isso significa que ela necessita interferir nas forças internas e externas, criar o futuro, explicitar objetivos principais e específicos, bem como estabelecer meios de controle de eventos e recursos.","Numa organização que tem uma atitude proativa, o processo de planejamento lhe permite definir objetivos, meios de execução, políticas, procedimentos e meios de controle. Isso significa que ela necessita interferir no curso dos acontecimentos, criar o futuro, enfrentar eventos futuros conhecidos ou previsíveis, bem como coordenar recursos entre si.","Numa organização que tem uma atitude proativa, o processo de planejamento lhe permite elevar o grau de controle sobre o futuro dos sistemas internos e das relações com o ambiente. Isso significa que ela necessita interferir nas forças internas e externas, criar o futuro, explicitar objetivos principais e específicos, bem como estabelecer meios de controle de eventos e recursos.","Numa organização que tem uma atitude proativa, o processo de planejamento lhe permite estabelecer e analisar séries históricas, realizar estudo de relações causais. Isso significa que ela necessita interferir no mercado de clientes e fornecedores, estabelecer planos estratégicos e operacionais de longo prazo, bem como investir em processos informatizados.",ESAF,A,Administração Geral,Organizações,Administração Geral,Administração Estratégica
2042,Analista de Finanças e Controle - Comum a todos - Prova 1,2004,"<p>Uma das fun&ccedil;&otilde;es da administra&ccedil;&atilde;o est&aacute; relacionada &agrave; lideran&ccedil;a e &agrave; motiva&ccedil;&atilde;o. Indique se as afirmativas a seguir s&atilde;o verdadeiras (V) ou falsas (F). </p><p>( ) A teoria sobre motiva&ccedil;&atilde;o de Maslow pressup&otilde;e a exist&ecirc;ncia de fatores higi&ecirc;nicos que, quando presentes, evitam insatisfa&ccedil;&atilde;o, mas n&atilde;o s&atilde;o suficientes para motivar. </p><p>( ) A partir do estudo de diferentes dimens&otilde;es do modelo organizacional, Likert identifica quatro sistemas de organiza&ccedil;&otilde;es: autorit&aacute;rio coercitivo, autorit&aacute;rio benevolente, consultivo e participativo. </p><p>( ) A lideran&ccedil;a voltada para a tarefa tem como preocupa&ccedil;&atilde;o o alcance dos objetivos individuais, enquanto a lideran&ccedil;a voltada para as pessoas estabelece metas. </p><p>( ) Uma das formas de enriquecimento do trabalho &eacute; atrav&eacute;s de rod&iacute;zio de cargos, autocontrole, treinamento, participa&ccedil;&atilde;o em grupos de aprimoramento.</p>","V, F, V, F","F, V, F, V","V, V, F, F","F, F, V, V","F, V, F, F",ESAF,B,Administração Geral,Administração Geral,Administração Estratégica,Motivacao
