Codigo,Cargo,Ano,Pergunta,Opcao1,Opcao2,Opcao3,Opcao4,Opcao5,Organizadora,Gabarito,Materia,Assunto1,Assunto2,Assunto3
836,Analista Judiciário - Área Administrativa,2006,"Sobre a revisão do processo administrativo disciplinar prevista na Lei no 8.112/90, é INCORRETO afirmar que","em caso de ausência do servidor, qualquer pessoa da família poderá requerer a revisão do processo.",o ônus da prova cabe àquele que pleitear a revisão do processo administrativo disciplinar.,da revisão do processo não poderá resultar agravamento de penalidade.,a alega&ccedil;&atilde;o de injusti&ccedil;a da penalidade constitui fundamento para o pedido de revis&atilde;o.,"a revis&atilde;o poder&aacute; ocorrer a qualquer tempo, a pedido ou de of&iacute;cio.",FCC,D,Direito Administrativo,Lei nº 8.112-1990 - Regime Jurídico dos Servidores Públicos Federais,Processo Administrativo Federal,
837,Analista Judiciário - Área Administrativa,2006,"O servidor estável ocupante de cargo de provimento efetivo em autarquia federal, ao ser investido no mandato","de Vereador e não havendo compatibilidade de horários, perceberá somente a remuneração do cargo eletivo.","de Prefeito, ser&aacute; afastado do cargo, sendo-lhe facultado optar pela sua remunera&ccedil;&atilde;o.","de Deputado Estadual, será automaticamente exonerado de seu cargo.","de Governador, será afastado do seu cargo, mas poderá acumular ambas as remunerações.","de Senador e havendo compatibilidade de hor&aacute;rios, perceber&aacute; as vantagens de seu cargo, sem preju&iacute;zo da remunera&ccedil;&atilde;o do cargo eletivo.",FCC,B,Direito Administrativo,Lei nº 8.112-1990 - Regime Jurídico dos Servidores Públicos Federais,,
838,Analista Judiciário - Área Administrativa,2006,"<p>Com rela&ccedil;&atilde;o ao processo administrativo previsto na Lei no 9784/99, observe as seguintes proposi&ccedil;&otilde;es: </p><p>I. As decis&otilde;es adotadas por delega&ccedil;&atilde;o devem mencionar explicitamente esta qualidade e considerar-se-&atilde;o editadas pelo delegante. </p><p>II. A edi&ccedil;&atilde;o dos atos de car&aacute;ter normativo n&atilde;o podem ser objeto de delega&ccedil;&atilde;o. </p><p>III. A decis&atilde;o dos recursos administrativos pode ser delegada &agrave; autoridade de menor grau hier&aacute;rquico. </p><p>IV. O ato de delega&ccedil;&atilde;o &eacute; revog&aacute;vel a qualquer tempo pela autoridade delegante. </p><p>Est&atilde;o corretas APENAS</p>",I e II.,"I, II e IV.","I, III e IV.",II e III.,II e IV.,FCC,E,Direito Administrativo,Processo Administrativo Federal,,
839,Analista Judiciário - Área Administrativa,2006,"No transcorrer do procedimento licitatório, todos os concorrentes foram declarados inabilitados. Diante desta situação, o órgão responsável pelo certame poderá",fixar aos licitantes o prazo de 8 dias &uacute;teis para a apresenta&ccedil;&atilde;o de nova documenta&ccedil;&atilde;o escoimada das causas que deram margem &agrave; inabilita&ccedil;&atilde;o.,declarar inexigível a licitação e contratar diretamente com o interessado que apresentou melhor técnica e preço.,dispensar a licitação e adjudicar seu objeto ao concorrente que ofereceu o menor preço.,"anular o procedimento licitatório e realizar outro, desde que mantidas todas as condições preestabelecidas.",revogar a licitação em curso e contratar diretamente com o concorrente que propôs o menor preço.,FCC,A,Direito Administrativo,Licitações,,
840,Analista Judiciário - Área Administrativa,2006,"Ap&oacute;s dois anos da assinatura do contrato entre o munic&iacute;pio de Corumb&aacute; e a empresa vencedora da licita&ccedil;&atilde;o, esta n&atilde;o pode dar in&iacute;cio ao objeto pactuado devido &agrave; n&atilde;o libera&ccedil;&atilde;o, por parte da municipalidade, no prazo contratual, do local para a execu&ccedil;&atilde;o da obra. N&atilde;o podendo mais manter o aven&ccedil;ado, a empresa ter&aacute; a faculdade de",revogar unilateralmente o contrato em virtude da ocorr&ecirc;ncia de caso fortuito regularmente comprovado.,rescindir unilateralmente o contrato ante a exist&ecirc;ncia da causa justificadora da inexecu&ccedil;&atilde;o do contrato denominada <i>exceptio non adimpleti contractus. </i>,alegar a exist&ecirc;ncia de interfer&ecirc;ncias imprevistas para interromper imediatamente a execu&ccedil;&atilde;o do contrato.,pleitear a rescis&atilde;o do contrato em virtude da caracteriza&ccedil;&atilde;o do fato da Administra&ccedil;&atilde;o.,determinar a recomposi&ccedil;&atilde;o do equil&iacute;brio econ&ocirc;micofinanceiro em raz&atilde;o do fato do pr&iacute;ncipe.,FCC,D,Direito Administrativo,Licitações,Contratos Administrativos,
841,Analista Judiciário - Área Administrativa,2006,O edifício sede do Governo do Estado do Mato Grosso do Sul integra a categoria dos bens,"de uso comum do povo, já que destinado legalmente à fruição exclusiva por parte da Administração Pública.","dominicais, que podem ser desafetados para integrar o patrimônio disponível da Administração Pública.","de uso especial, uma vez que se destina ao uso da Administra&ccedil;&atilde;o para consecu&ccedil;&atilde;o de seus objetivos.","dominicais, posto que destinado, por sua natureza, ao uso coletivo ou exclusivo por parte do Poder Público.","de domínio nacional, pois encontra-se afetado à dominialidade da pessoa jurídica de direito público interno.",FCC,C,Direito Administrativo,Bens Públicos,,
842,Analista Judiciário - Área Administrativa,2006,"A Administração Pública, ao revogar uma permissão de uso de bem público por razões de conveniência, exerce controle","interno, de mérito e anterior.","interno, de m&eacute;rito e posterior.","externo, de legalidade e concomitante.","externo, de mérito e posterior.","interno, de legalidade e anterior.",FCC,B,Direito Administrativo,Controle da Administração Pública,,
843,Analista Judiciário - Área Administrativa,2006,"Nos três meses finais de seu mandato, determinado Prefeito Municipal enviou projeto de lei à Câmara dos Vereadores propondo a criação de dez cargos em comissão. No prazo de duas semanas, transformado em lei, os servidores foram nomeados. Diante da situação narrada e, nos termos do disposto na Lei de Responsabilidade Fiscal (Lei Complementar no 101/00), o ato","de nomeação é nulo, uma vez que nos 180 (cento e oitenta) dias que antecedem o final do mandato apenas podem ser nomeados servidores concursados.","de nomeação é válido, uma vez que expedido dentro de prazo de até 3 (três) meses que antecede o término do mandato.",que ocasionou o aumento de despesa com pessoal é anulável ante a regra que proíbe a nomeação de servidores durante o último ano de mandato.,"que culminou com o aumento de despesas pode ser convalidado, no exercício financeiro seguinte, pelo sucessor do prefeito.","que resultou no aumento da despesa com pessoal &eacute; nulo de pleno direito, posto que expedido dentro dos 180 (cento e oitenta) dias anteriores ao final do mandato.",FCC,E,Direito Administrativo,Responsabilidade fiscal,,
844,Analista Judiciário - Área Administrativa,2006,"Segundo o disposto na Lei de Orçamento Público (Lei no 4.320/64), consideram-se subvenções as",transfer&ecirc;ncias destinadas a cobrir despesas de custeio das entidades beneficiadas.,dotações para despesas às quais não corresponda contraprestação direta em bens ou serviços.,dotações para o planejamento e a execução de obras.,"dotações destinadas à aquisição de imóveis, ou de bens de capital já em utilização.",receitas provenientes da realização de recursos financeiros oriundos de constituição de dívidas.,FCC,A,Administração Financeira e Orçamentária,Lei nº 4.320-1964,,
845,Analista Judiciário - Área Administrativa,2006,"Eventual proposta de emenda à Constituição Federal alterando dispositivos constitucionais referentes à saúde e à previdência social, rejeitada pela Câmara dos Deputados, NÃO pode ser reapresentada",por afrontar cláusula pétrea.,na ocorrência do estado de emergência.,na mesma sess&atilde;o legislativa.,pelos membros da Câmara dos Deputados.,pelos membros do Senado Federal.,FCC,C,Direito Constitucional,Poder Constituinte e Reforma da Constituição,Processo Legislativo,
846,Analista Judiciário - Área Administrativa,2006,"No que concerne aos direitos e garantias individuais e coletivos previstos no artigo 5o, da Constituição Federal de 1988, é correto afirmar que","é livre a expressão de atividade de comunicação, independentemente de censura ou licença e é assegurado a todos o acesso à informação, sendo vedado o sigilo da fonte.","a associação poderá impetrar mandado de segurança coletivo em defesa de seus membros ou associados, desde que esteja legalmente constituída e em funcionamento há pelo menos dois anos.","a criação de associações e, na forma da lei, a de cooperativas, depende de autorização, sendo vedada a interferência estatal em seu funcionamento.","a autoridade competente poder&aacute; utilizar a propriedade particular em caso de iminente perigo p&uacute;blico, assegurado o direito de indeniza&ccedil;&atilde;o ulterior se houver dano.","qualquer cidadão é parte legítima para ajuizar ação popular para anular ato lesivo ao patrimônio público e estará isento, em qualquer hipótese, de custas judiciais e do ônus da sucumbência.",FCC,D,Direito Constitucional,Direitos e Deveres Individuais e Coletivos,,
847,Analista Judiciário - Área Administrativa,2006,"No que concerne ao Título III da CF/88, que prevê a Organização do Estado Brasileiro, especificamente sobre a Administra-ção Pública, é correto afirmar que",os vencimentos dos cargos do Poder Legislativo e do Poder Judici&aacute;rio n&atilde;o poder&atilde;o ser superiores aos pagos pelo Poder Executivo.,os cargos e funções públicas são acessíveis apenas aos brasileiros natos e naturalizados que preencham os requisitos estabelecidos em lei.,"o prazo de validade do concurso público será de até um ano, prorrogável uma vez, por igual período.","a lei reservará percentual dos cargos e empregos públicos para as pessoas portadoras de deficiência, cabendo ao administrador público definir os critérios de sua admissão.","a vinculação ou equiparação de quaisquer espécies remuneratórias é possível, para efeito de remuneração de pessoal de serviço público.",FCC,A,Direito Constitucional,Organização do Estado - Da organização político-administrativa,Administração Pública – Disposições Gerais e Servidores Públicos,
848,Analista Judiciário - Área Administrativa,2006,"A inobservância, pelo Congresso Nacional, do prazo constitucional de 60 dias, para conversão de medida provisória em lei, cuja vigência já tenha sido prorrogada uma vez,","ocasionará a perda da eficácia, salvo se a mesma medida provisória for reeditada na mesma sessão legislativa.",ocasiona perda <i>ex nunc </i>da eficácia da medida provisória.,"não ocasiona perda da eficácia da medida provisória, salvo se houver explícita rejeição do projeto de conversão.","ocasiona perda da eficácia da medida provisória, a não ser que outra medida provisória tenha sido editada após o prazo de 60 dias para o Congresso se manifestar.",ocasiona perda <em>ex tunc </em>da efic&aacute;cia da medida provis&oacute;ria.,FCC,E,Direito Constitucional,Processo Legislativo,,
849,Analista Judiciário - Área Administrativa,2006,No que concerne ao Poder Legislativo é correto afirmar que,"as deliberações de cada Casa e de suas Comissões serão tomadas por maioria de votos, presente a maioria simples de seus membros, salvo disposição constitucional em contrário.","a Câmara Municipal compõe-se de representantes do povo, eleitos pelo sistema majoritário, em cada Estado, Distrito Federal e Territórios.","os Deputados e Senadores não poderão, desde a expedição do diploma, ser titulares de mais de um cargo ou mandato público eletivo.",as imunidades de Deputados ou Senadores poder&atilde;o ser suspensas durante o estado de s&iacute;tio.,"após a proclamação do resultado do pleito, um candidato eleito para o cargo de Deputado Federal que cometer crime será julgado pelo Supremo Tribunal Federal.",FCC,D,Direito Constitucional,Poder Legislativo,,
850,Analista Judiciário - Área Administrativa,2006,"A proposta de Emenda Constitucional será discutida e votada em cada Casa do Congresso Nacional, em dois turnos, considerando-se aprovada, se obtiver, em ambos:",2/3 (dois terços) dos votos de seus respectivos membros.,3/5 (tr&ecirc;s quintos) dos votos de seus respectivos membros.,a maioria absoluta dos votos de seus respectivos membros.,a maioria simples dos votos de seus respectivos membros.,metade dos votos de seus respectivos membros.,FCC,B,Direito Constitucional,Poder Constituinte e Reforma da Constituição,Processo Legislativo,
851,Analista Judiciário - Área Administrativa,2006,"No que concerne às disposições gerais da Administração Pública, previstos no artigo 37 da Constituição Federal de 1988, é INCORRETO afirmar que",é garantido ao servidor público civil o direito à livre associação sindical.,o direito de greve será exercido nos termos e nos limites estabelecidos em lei específica.,as hip&oacute;teses de contrata&ccedil;&atilde;o por tempo determinado para atender a necessidade tempor&aacute;ria de excepcional interesse p&uacute;blico est&atilde;o previstas na Carta de 1988,"os cargos, empregos e funções públicas são acessíveis aos brasileiros e estrangeiros, preenchidos os requisitos estabelecidos em lei.","os cargos em comissão destinam-se apenas às atribuições de chefia, direção e assessoramento.",FCC,C,Direito Constitucional,Administração Pública – Disposições Gerais e Servidores Públicos,,
852,Analista Judiciário - Área Administrativa,2006,"Promulgada uma nova Constituição Federal, a legislação ordinária compatível perde o suporte de validade da Constituição antiga, mas continua válida pela teoria",da constitucionalização.,da desconstitucionalização.,da repristinação.,do poder constituinte subordinado.,da recep&ccedil;&atilde;o.,FCC,E,Direito Constitucional,Processo Legislativo,,
853,Analista Judiciário - Área Administrativa,2006,"No que concerne ao Presidente e Vice-Presidente da República, é correto afirmar:","Será considerado eleito Presidente o candidato que, registrado por partido político, obtiver a maioria absoluta dos votos, computados os brancos e nulos.","Em caso de impedimento do Presidente e do Vice- Presidente, ou vac&acirc;ncia dos respectivos cargos ser&aacute; chamado ao exerc&iacute;cio da presid&ecirc;ncia o Presidente da C&acirc;mara dos Deputados.","Se, antes de realizado o segundo turno, ocorrer morte, desistência ou impedimento legal de candidato será proclamado vencedor aquele que obteve a maior votação no primeiro turno.","Vagando os cargos de Presidente e Vice-Presidente da República nos dois primeiros anos do mandato, far-se-á eleição cento e vinte dias depois de aberta a última vaga.","O Presidente e Vice-Presidente da República não poderão, sem licença do Congresso Nacional, por período superior a trinta dias, ausentar-se do país, sob pena de perda de cargo.",FCC,B,Direito Constitucional,Poder Executivo – Presidente e Ministros de Estado,,
854,Analista Judiciário - Área Administrativa,2006,"<p>Considere as seguintes assertivas sobre a Fiscaliza&ccedil;&atilde;o Cont&aacute;bil, Financeira e Or&ccedil;ament&aacute;ria da Uni&atilde;o e das Entidades da Administra&ccedil;&atilde;o direta e indireta: </p><p>I. Os Poderes Legislativo, Executivo e Judici&aacute;rio manter&atilde;o, de forma integrada, sistema de controle interno. </p><p>II. O controle Externo, a cargo do Congresso Nacional, ser&aacute; exercido com o aux&iacute;lio do Tribunal de Contas da Uni&atilde;o. </p><p>III. O Tribunal de Contas encaminhar&aacute; ao Congresso Nacional, bimestral e anualmente, relat&oacute;rio de suas atividades. </p><p>IV. O Tribunal de Contas da Uni&atilde;o, integrado por onze Ministros, tem sede no Distrito Federal, quadro pr&oacute;prio de pessoal e jurisdi&ccedil;&atilde;o em todo o territ&oacute;rio nacional. </p><p>Est&aacute; correto o que se afirma APENAS em</p>",I e II.,"I, II e III.","I, III e IV.",II e III.,"II, III e IV.",FCC,A,Direito Constitucional,"Fiscalização Contábil, Financeira e Orçamentária (TCU)",Sistema Tributário Nacional,
855,Analista Judiciário - Área Administrativa,2006,"Prescreve o artigo 5o, XV, da Constituição da República: <i>&quot;é livre a locomoção no território nacional em tempo de paz, podendo qualquer pessoa, nos termos da lei, nele entrar, permanecer ou dele sair com seus bens&quot;. </i>Estamos diante de uma norma constitucional de eficácia","limitada, na medida em que não é auto-aplicável.","plena, mas com possibilidade de restrição através de lei.","limitada, na medida em que sua aplicação depende de regulamentação por lei.","contida, com aplica&ccedil;&atilde;o imediata, mas com possibilidade de restri&ccedil;&atilde;o.","plena, não comportando nenhuma espécie de restrição.",FCC,D,Direito Constitucional,Aplicabilidade e Interpretação das Normas Constitucionais,,
856,Analista Judiciário - Área Administrativa,2006,"Projeto de Lei implicando majoração de imposto é aprovado pelo Congresso Nacional e encaminhado ao Presidente da República onde aguarda sanção ou veto já pelo prazo de doze dias. O Presidente da República, com base na relevância e urgência, expede Medida Provisória dispondo sobre a mesma matéria constante do referido projeto de lei. A Medida Provisória em questão deverá ser considerada","inconstitucional, pois o projeto de lei já foi sancionado em virtude do silêncio do Chefe do Poder Executivo dentro do prazo de dez dias.","inconstitucional, pois é vedada a adoção de Medida Provisória sobre matéria que implique em instituição e majoração de impostos.","inconstitucional, pois a &quot;relevância&quot; e a &quot;urgência&quot; não são mais pressupostos para adoção de Medida Provisória.","constitucional, pois atende a todos os requisitos previstos na Constituição Federal.","inconstitucional, pois &eacute; vedada a ado&ccedil;&atilde;o de Medida Provis&oacute;ria que verse sobre mat&eacute;ria disciplinada em projeto de lei aprovado pelo Congresso Nacional e pendente de san&ccedil;&atilde;o ou veto do Presidente da Rep&uacute;blica.",FCC,E,Direito Constitucional,Processo Legislativo,,
857,Analista Judiciário - Área Administrativa,2006,NÃO constituem bem da União,os recursos minerais.,os potenciais de energia hidráulica.,os rios que banham apenas um Estado Federado.,as cavidades naturais subterrâneas.,os sítios arqueológicos.,FCC,C,Direito Constitucional,Administração Pública – Disposições Gerais e Servidores Públicos,Organização do Estado - Da União,
858,Analista Judiciário - Área Administrativa,2006,"O Tribunal Superior do Trabalho compor-se-á de vinte e sete Ministros, escolhidos dentre brasileiros com mais de trinta e cinco e menos de sessenta e cinco anos, nomeados pelo Presidente","da Rep&uacute;blica, ap&oacute;s aprova&ccedil;&atilde;o pela maioria absoluta do Senado Federal.","do Congresso Nacional, após aprovação pela maioria absoluta do Senado Federal.","do Supremo Tribunal Federal, após aprovação pela maioria absoluta do Senado Federal.","da República, após aprovação pela maioria absoluta do Congresso Nacional.","do Supremo Tribunal Federal, após aprovação pela maioria absoluta do Congresso Nacional.",FCC,A,Direito Constitucional,Poder Judiciário – Disposições gerais,Tribunais e Juízes do Trabalho,
859,Analista Judiciário - Área Administrativa,2006,"<p>Considere as seguintes assertivas a respeito dos Tribunais Regionais do Trabalho: </p><p>I. Comp&otilde;em-se de, no m&iacute;nimo, sete ju&iacute;zes, recrutados, quando poss&iacute;vel, na respectiva regi&atilde;o, e nomeados pelo Presidente do Tribunal Superior do Trabalho. </p><p>II. Metade dos seus membros s&atilde;o escolhidos dentre advogados com mais de sete anos de efetiva atividade profissional e membros do Minist&eacute;rio P&uacute;blico do Trabalho com mais de sete anos de efetivo exerc&iacute;cio. </p><p>III. Os Tribunais Regionais do Trabalho poder&atilde;o funcionar descentralizadamente, constituindo C&acirc;maras regionais, a fim de assegurar o pleno acesso do jurisdicionado &agrave; justi&ccedil;a em todas as fases do processo. </p><p>Est&aacute; correto o que se afirma APENAS em</p>",I.,I e II.,I e III.,II e III.,III.,FCC,E,Direito Constitucional,Poder Judiciário – Disposições gerais,Tribunais e Juízes do Trabalho,
860,Analista Judiciário - Área Administrativa,2006,"De acordo com a Constituição Federal, com relação ao Ministério Público é correto afirmar:","É permitido aos seus membros exercer atividade político-partidária, bem como participar de sociedade comercial.","O ingresso na carreira do Minist&eacute;rio P&uacute;blico far-se-&aacute; mediante concurso p&uacute;blico de provas e t&iacute;tulos, assegurada a participa&ccedil;&atilde;o da Ordem dos Advogados do Brasil em sua realiza&ccedil;&atilde;o.","Ao Ministério Público é assegurada autonomia funcional, porém não é assegurada a autonomia administrativa.",O Conselho Nacional do Ministério Público compõese de dez membros nomeados pelo Presidente do Supremo Tribunal Federal.,"O Conselho Nacional do Ministério Público será presidido pelo Presidente do Supremo Tribunal Federal, por expressa disposição constitucional.",FCC,B,Direito Constitucional,Poder Judiciário – Disposições gerais,,
861,Analista Judiciário - Área Administrativa,2006,"Compete ao Supremo Tribunal Federal, precipuamente, a guarda da Constituição, cabendo-lhe processar e julgar, originariamente,","as causas em que forem partes Estado estrangeiro ou organismo internacional, de um lado, e, do outro, Município ou pessoa residente ou domiciliada no País.","o <i>habeas-corpus </i>e o mandado de segurança, decididos em única instância pelos Tribunais Superiores, se denegatória a decisão.","nos crimes comuns, os membros dos Tribunais Regionais Federais, dos Tribunais Regionais Eleitorais e do Trabalho.","nas infra&ccedil;&otilde;es penais comuns e nos crimes de responsabilidade, os Ministros de Estado bem como os membros dos Tribunais Superiores.","os conflitos de atribuições entre autoridades administrativas e judiciárias da União, ou entre autoridades judiciárias de um Estado e administrativas de outro.",FCC,D,Direito Constitucional,Poder Judiciário – Disposições gerais,Supremo Tribunal Federal,
862,Analista Judiciário - Área Administrativa,2006,"<p>Considere as seguintes assertivas: </p><p>I. A empresa que assumindo os riscos da atividade econ&ocirc;mica, admite, assalaria e dirige a presta&ccedil;&atilde;o pessoal de servi&ccedil;o &eacute; considerada empregadora. </p><p>II. Empregado &eacute; toda pessoa f&iacute;sica ou jur&iacute;dica que presta servi&ccedil;os de natureza n&atilde;o-eventual a empregador, sob a subordina&ccedil;&atilde;o deste e mediante sal&aacute;rio. </p><p>III. Empregado &eacute; toda pessoa f&iacute;sica que presta servi&ccedil;os de natureza n&atilde;o eventual a empregador, sob a subordina&ccedil;&atilde;o deste e mediante sal&aacute;rio. </p><p>IV. Como regra, o requisito pessoalidade do empregador &eacute; fundamental para a sua conceitua&ccedil;&atilde;o. </p><p>Est&aacute; integralmente correto o que se afirma APENAS em</p>",I e II.,"I, II e IV.",I e III.,"I, III e IV.",III e IV.,FCC,C,Direito do Trabalho,Relação de Trabalho e de Emprego,,
863,Analista Judiciário - Área Administrativa,2006,"Equiparam-se ao empregador, para os efeitos exclusivos da relação de emprego,","apenas as instituições de beneficência, as associações recreativas ou outras instituições sem fins lucrativos, que admitirem trabalhadores como empregados.",apenas os profissionais liberais e as associações recreativas que admitirem trabalhadores como empregados.,"apenas as associações recreativas ou outras instituições sem fins lucrativos, que admitirem trabalhadores como empregados.","apenas os profissionais liberais e as instituições de beneficência ou outras instituições sem fins lucrativos, que admitirem trabalhadores como empregados.","os profissionais liberais, as institui&ccedil;&otilde;es de benefic&ecirc;ncia, as associa&ccedil;&otilde;es recreativas ou outras institui&ccedil;&otilde;es sem fins lucrativos, que admitirem trabalhadores como empregados.",FCC,E,Direito do Trabalho,Relação de Trabalho e de Emprego,,
864,Analista Judiciário - Área Administrativa,2006,"Quatro empresas possuem personalidade jurídica própria, mas estão sob a direção de outra empresa constituindo um grupo industrial. Neste caso é correto afirmar que, para efeitos da relação de emprego,","não haverá qualquer tipo de responsabilidade entre as empresas, uma vez possuírem personalidade jurídica própria.","será responsável apenas a empresa principal, por exercer a direção do grupo industrial.","não haverá qualquer tipo de responsabilidade entre as empresas, uma vez tratar-se de grupo industrial e não comercial.",ser&atilde;o solidariamente respons&aacute;veis a empresa principal e cada uma das subordinadas.,"serão solidariamente responsáveis apenas as quatro empresas subordinadas, excluindo-se a empresa principal.",FCC,D,Direito do Trabalho,"Do Grupo, Da Sucessão e Da Responsabilidade dos Empregadores",Relação de Trabalho e de Emprego,
865,Analista Judiciário - Área Administrativa,2006,"<p>Considere as seguintes assertivas: </p><p>I. Considera-se como de servi&ccedil;o efetivo o per&iacute;odo em que o empregado esteja &agrave; disposi&ccedil;&atilde;o do empregador, aguardando ou executando ordens, salvo disposi&ccedil;&atilde;o especial expressamente consignada. </p><p>II. N&atilde;o se computar&aacute;, na contagem de tempo de servi&ccedil;o, para efeito de indeniza&ccedil;&atilde;o e estabilidade, o per&iacute;odo em que o empregado estiver afastado do trabalho prestando servi&ccedil;o militar. </p><p>III. N&atilde;o se computar&aacute;, na contagem de tempo de servi&ccedil;o, para efeito de indeniza&ccedil;&atilde;o e estabilidade, o per&iacute;odo em que o empregado estiver afastado do trabalho por motivo de acidente do trabalho. </p><p>Est&aacute; correto o que se afirma APENAS em</p>",I.,I e II.,I e III.,II.,II e III.,FCC,A,Direito do Trabalho,Estabilidade e Reintegração,Jornada de trabalho,Suspensão e Interrupção no contrato de trabalho
866,Analista Judiciário - Área Administrativa,2006,"Com relação às fontes de Direito do Trabalho, é certo que","o direito comum não será fonte subsidiária do direito do trabalho, em razão da incompatibilidade com os princípios fundamentais deste.","os usos e costumes s&atilde;o uma importante fonte do Direito do Trabalho sendo que, muitas vezes, da sua reiterada aplica&ccedil;&atilde;o pela sociedade, &eacute; que se origina a normal legal.","é defeso, como regra, as autoridades administrativas e a Justiça do Trabalho, na falta de disposições legais ou contratuais, decidirem, conforme o caso, por equidade.","é defeso, como regra, as autoridades administrativas e a Justiça do Trabalho, na falta de disposições legais ou contratuais, decidirem, conforme o caso, por analogia.","o interesse de classe ou particular deve prevalecer sobre o interesse público, em razão da natureza humanitária inerente da relação própria de emprego.",FCC,B,Direito do Trabalho,"Princípios, Fontes e Generalidades do Direito do Trabalho",,
867,Analista Judiciário - Área Administrativa,2006,"Com relação ao salário mínimo, é correto afirmar que","a remuneração diária do trabalhador poderá ser inferior à do salário mínimo por dia normal, quando o salário for convencionado por tarefa ou peça.","é a contraprestação mínima devida e paga diretamente pelo empregador a todo trabalhador, exceto ao trabalhador rural, por dia normal de serviço.","destina-se a satisfazer, em determinada época e região do País, apenas as necessidades normais de alimentação, habitação e higiene.","destina-se a satisfazer, em determinada época e região do País, apenas as necessidades normais de alimentação e higiene.","&eacute; devido ao trabalhador em domic&iacute;lio, considerado este como o executado, na habita&ccedil;&atilde;o do empregado ou em oficina de fam&iacute;lia, por conta de empregador que o remunere.",FCC,E,Direito do Trabalho,Salário Mínimo,,
868,Analista Judiciário - Área Administrativa,2006,"Com relação as secretarias das Varas do Trabalho, é correto afirmar:","Cada Vara do Trabalho terá duas secretarias, sob a direção de seus respectivos diretores de secretaria.","Os serventuários que, sem motivo justificado, não realizarem os atos, dentro dos prazos, serão descontados em seus vencimentos, em um salário mínimo vigente à época.","Compete &agrave; secretaria das Varas do Trabalho a contagem das custas devidas pelas partes, nos respectivos processos.","Cada Vara do Trabalho terá duas secretarias, sob a direção do corregedor geral do Tribunal Regional do Trabalho da respectiva região.",N&atilde;o compete &agrave; secretaria das Varas do Trabalho o fornecimento de certid&otilde;es sobre o que constar dos livros ou do arquivamento da secretaria.,FCC,C,Direito Processual do Trabalho,Serviços Auxiliares da Justiça do Trabalho,Organização da Justiça do Trabalho,
869,Analista Judiciário - Área Administrativa,2006,O direito de ação quanto a créditos resultantes das relações de trabalho prescreve em,"dois anos para o trabalhador urbano e cinco anos para o trabalhador rural, após a extinção do contrato.","dois anos para os trabalhadores urbano e rurais, até o limite de um ano após a extinção do contrato.","dois anos para os trabalhadores urbano e rurais, após a extinção do contrato, sem prazo limite para a interposição da ação.","cinco anos para os trabalhadores urbano e rurais, at&eacute; o limite de dois anos ap&oacute;s a extin&ccedil;&atilde;o do contrato.","cinco anos para os trabalhadores urbano e rurais, após a extinção do contrato, sem prazo limite para a interposição da ação.",FCC,D,Direito do Trabalho,Prescrição e Decadência,,
870,Analista Judiciário - Área Administrativa,2006,"Quando o empregador fornecer, <i>in natura</i>, uma ou mais das parcelas do salário mínimo, o salário em dinheiro será determinado pela fórmula Sd   Sm  P, em que Sd representa o salário em dinheiro, Sm o salário mínimo e P a soma dos valores daquelas parcelas na região. De acordo com o Decreto-Lei no 5.452/43, o salário mínimo pago em dinheiro NÃO será inferior a",30% (trinta por cento) do sal&aacute;rio m&iacute;nimo fixado para a regi&atilde;o.,35% (trinta e cinco por cento) do salário mínimo fixado para a região.,40% (quarenta por cento) do salário mínimo fixado para a região.,45% (quarenta por cento) do salário mínimo fixado para a região.,50% (cinqüenta por cento) do salário mínimo fixado para a região.,FCC,A,Direito do Trabalho,Salário in natura,,
871,Analista Judiciário - Área Administrativa,2006,Nas localidades em que existir mais de uma Vara do Trabalho haverá um distribuidor. Os distribuidores são designados pelo Presidente do,"Tribunal Superior do Trabalho dentre os funcionários das Varas do Trabalho e do Tribunal Regional do Trabalho, existentes na mesma localidade.","Tribunal Regional do Trabalho dentre os funcion&aacute;rios das Varas do Trabalho e do Tribunal Regional do Trabalho, existentes na mesma localidade, e diretamente subordinados ao mesmo Presidente.","Tribunal Superior do Trabalho apenas dentre os funcionários do Tribunal Regional do Trabalho, existente na mesma localidade.","Tribunal Regional do Trabalho apenas dentre os funcionários das Varas do Trabalho, existentes na mesma localidade, e diretamente subordinados ao mesmo Presidente.","Tribunal Regional do Trabalho apenas dentre os funcionários dos Tribunal Regional do Trabalho, existente na mesma localidade, e diretamente subordinados ao mesmo Presidente.",FCC,B,Direito Processual do Trabalho,Serviços Auxiliares da Justiça do Trabalho,Organização da Justiça do Trabalho,
1032,Técnico Judiciário - Área Administrativa,2006,<p><em>Nenhum pa&iacute;s <u>muda</u> sua matriz energ&eacute;tica... </em>(2o par&aacute;grafo) </p><p>O verbo que exige o mesmo tipo de complemento que o do grifado acima est&aacute; na frase:</p>,<i>A safra atual de cana está prevista em 414 milhões de toneladas... </i>,<em>... que a curto prazo n&atilde;o h&aacute; expectativa muito grande... </em>,<i>As expectativas são conservadoras... </i>,<i>Para que isso aconteça... </i>,<i>... que outros países entrem forte na produção canavieira e na produção de álcool. </i>,FCC,B,Português,Regência nominal e verbal,,
